날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,8140,8650,8070,8510,5026,2.6537997587454765
2023-12-06,8630,10120,8200,10120,33940,18.91891891891892
2023-12-07,13150,13150,13150,13150,41095,29.940711462450594
2023-12-08,17090,17090,13100,17090,363567,29.96197718631179
2023-12-11,15710,17290,13940,14000,168710,-18.08074897600936
2023-12-12,12700,12700,11440,11520,130717,-17.71428571428571
2023-12-13,10810,12120,10810,11820,106406,2.604166666666667
2023-12-14,11930,11930,9720,10200,93458,-13.705583756345177
2023-12-15,9000,9010,8020,8390,147288,-17.745098039215687
2023-12-18,8160,8160,7600,7760,75902,-7.508939213349225
2023-12-19,7790,8280,7590,7670,74069,-1.1597938144329898
2023-12-20,7350,7350,7080,7100,58708,-7.431551499348108
2023-12-21,6990,7390,6990,7230,29349,1.8309859154929577
2023-12-22,7450,7650,7180,7310,45666,1.1065006915629323
2023-12-26,7360,7360,6850,6850,21775,-6.292749658002736
2023-12-27,6650,6650,6000,6000,50477,-12.408759124087592
2023-12-28,5800,6600,5800,6240,46658,4.0
2024-01-02,6240,8110,6240,8110,244943,29.967948717948715
2024-01-03,10540,10540,10540,10540,70444,29.96300863131936
2024-01-04,12600,13480,8820,9180,1836553,-12.903225806451612
2024-01-05,8300,8300,7700,7700,189683,-16.122004357298476
2024-01-08,7920,10010,7920,10010,124005,30.0
2024-01-09,8010,9900,8010,9320,188298,-6.893106893106893
2024-01-10,8610,8610,8120,8430,73430,-9.549356223175966
2024-01-11,8670,10000,8600,8800,122189,4.389086595492289
2024-01-12,8150,8150,7000,7150,72069,-18.75
2024-01-15,6600,6600,6430,6540,43936,-8.531468531468532
2024-01-16,6710,6710,6280,6350,34529,-2.90519877675841
2024-01-17,6380,6380,6110,6340,15330,-0.15748031496062992
2024-01-18,6340,6860,6340,6510,27926,2.6813880126182967
2024-01-19,6400,6500,6360,6360,15822,-2.3041474654377883
2024-01-22,6200,6230,6050,6050,19103,-4.8742138364779874
2024-01-23,6050,6180,5800,6120,21228,1.1570247933884297
2024-01-24,5970,5970,5850,5870,13125,-4.084967320261438
2024-01-25,5880,5880,5800,5850,12613,-0.34071550255536626
2024-01-26,5900,6530,5900,6140,24138,4.957264957264957
2024-01-29,6600,6900,6400,6600,53428,7.491856677524431
2024-01-30,6420,7290,6290,7200,70454,9.090909090909092
2024-01-31,6820,7180,6660,6750,22068,-6.25
2024-02-01,6600,6900,6600,6880,9869,1.925925925925926
2024-02-02,7130,7130,6680,6820,7178,-0.872093023255814
2024-02-05,6820,6820,6400,6560,6632,-3.812316715542522
2024-02-06,6650,6650,6200,6250,9357,-4.725609756097561
2024-02-07,6260,6400,6240,6400,3846,2.4
2024-02-08,6400,6400,6260,6360,4427,-0.625
2024-02-13,6500,6500,6260,6280,2523,-1.257861635220126
2024-02-14,6280,6560,6270,6290,5938,0.15923566878980894
2024-02-15,6330,6480,6330,6400,3212,1.7488076311605723
2024-02-16,6390,6390,6280,6310,2543,-1.40625
2024-02-19,6550,6550,6360,6540,7712,3.6450079239302693
2024-02-20,6540,6540,6340,6410,3925,-1.9877675840978593
2024-02-21,6240,6410,6240,6260,5738,-2.3400936037441498
2024-02-22,6480,6480,6270,6270,4438,0.1597444089456869
2024-02-23,6250,6450,6200,6270,2801,0.0
2024-02-26,6530,6530,6260,6260,1947,-0.1594896331738437
2024-02-27,6230,6230,6000,6000,5395,-4.15335463258786
2024-02-28,6300,6300,6030,6120,1919,2.0
2024-02-29,6120,6120,6000,6000,3010,-1.9607843137254901
2024-03-04,5930,5990,5930,5990,2723,-0.16666666666666669
2024-03-05,5890,5940,5850,5900,2614,-1.5025041736227045
2024-03-06,5900,6300,5850,6110,2308,3.5593220338983054
2024-03-07,6110,6110,5900,5980,881,-2.127659574468085
2024-03-08,5980,5990,5890,5980,1527,0.0
2024-03-11,5980,5980,5900,5970,1458,-0.16722408026755853
2024-03-12,5950,6280,5940,6190,854,3.6850921273031827
2024-03-13,6190,6190,6020,6070,731,-1.938610662358643
2024-03-14,5810,5890,5800,5890,5076,-2.9654036243822075
2024-03-15,5980,5980,5780,5790,2667,-1.697792869269949
2024-03-18,5800,5800,5710,5710,1785,-1.381692573402418
2024-03-19,5760,5760,5560,5600,1714,-1.926444833625219
2024-03-20,5600,5620,5570,5610,1079,0.17857142857142858
2024-03-21,5610,5610,5500,5500,3861,-1.9607843137254901
2024-03-22,0,0,0,5500,0,0.0
2024-03-25,4980,5040,4810,4820,38601,-12.363636363636363
2024-03-26,4750,4750,4510,4615,42913,-4.253112033195021
2024-03-27,4600,4760,4540,4735,17791,2.600216684723727
2024-03-28,4800,5500,4800,5390,66371,13.833157338965151
2024-03-29,6520,7000,6520,7000,102528,29.87012987012987
2024-04-01,6910,7450,5650,5790,353555,-17.285714285714285
2024-04-02,5540,5700,5130,5300,168590,-8.46286701208981
2024-04-03,5110,5160,5020,5140,23882,-3.018867924528302
2024-04-04,5110,5340,5090,5200,17147,1.1673151750972763
2024-04-05,5240,5240,5100,5170,13520,-0.576923076923077
2024-04-08,5210,5300,5210,5300,12313,2.5145067698259185
2024-04-09,5230,5290,5180,5210,3881,-1.6981132075471699
2024-04-11,5210,5210,5150,5150,4379,-1.1516314779270633
2024-04-12,5150,5150,4930,5150,7669,0.0
2024-04-15,5250,5250,4960,4960,3407,-3.6893203883495143
2024-04-16,4975,5190,4975,5190,6483,4.637096774193548
2024-04-17,5080,5390,5080,5190,21059,0.0
2024-04-18,5120,5500,5120,5500,7990,5.973025048169557
2024-04-19,5480,5480,5320,5350,37265,-2.727272727272727
2024-04-22,6320,6330,5310,5370,192211,0.3738317757009346
2024-04-23,5370,5500,5130,5400,39957,0.5586592178770949
2024-04-24,5390,5390,5180,5330,20963,-1.2962962962962963
2024-04-25,5310,5510,5210,5400,5230,1.3133208255159476
2024-04-26,5310,5470,5250,5380,4248,-0.3703703703703704
2024-04-29,5370,5410,5310,5370,4993,-0.18587360594795538
2024-04-30,5370,5390,5240,5360,16514,-0.186219739292365
2024-05-02,5270,5440,5200,5220,9158,-2.6119402985074625
2024-05-03,5240,5240,5090,5180,7063,-0.7662835249042145
2024-05-07,5180,5190,5010,5180,9045,0.0
2024-05-08,5180,5220,5000,5140,5828,-0.7722007722007722
2024-05-09,5140,5240,5040,5050,2155,-1.7509727626459144
2024-05-10,5080,6020,5000,5120,153185,1.3861386138613863
2024-05-13,5120,5200,5100,5160,5453,0.78125
2024-05-14,5180,5180,5040,5150,4354,-0.1937984496124031
2024-05-16,5090,6050,5090,5380,152527,4.466019417475728
2024-05-17,5500,5500,5200,5280,20334,-1.858736059479554
2024-05-20,5440,5440,5300,5360,2737,1.5151515151515151
2024-05-21,5360,5470,5320,5330,8534,-0.5597014925373134
2024-05-22,5470,5470,5250,5350,3490,0.37523452157598497
2024-05-23,5410,5410,5220,5330,1623,-0.3738317757009346
2024-05-24,5340,5490,5200,5200,13435,-2.4390243902439024
2024-05-27,5430,5430,5080,5150,5211,-0.9615384615384616
2024-05-28,5150,5250,5100,5210,1808,1.1650485436893203
2024-05-29,5250,5250,5010,5150,2326,-1.1516314779270633
2024-05-30,5050,5400,4960,5100,16047,-0.9708737864077669
2024-05-31,5080,5180,4985,5050,6751,-0.9803921568627451
2024-06-03,5090,5090,5020,5050,1997,0.0
2024-06-04,4950,5770,4950,5050,28971,0.0
2024-06-05,5050,5080,5020,5030,3437,-0.39603960396039606
2024-06-07,5150,5150,5040,5080,1310,0.9940357852882704
2024-06-10,5140,5140,4995,5040,3897,-0.7874015748031495
2024-06-11,5000,5080,4975,5060,2994,0.3968253968253968
2024-06-12,5000,5100,4965,5050,3365,-0.1976284584980237
2024-06-13,5100,5100,4990,5040,1314,-0.19801980198019803
2024-06-14,5040,5070,4990,4990,2094,-0.992063492063492
2024-06-17,5050,5290,4960,5020,3748,0.6012024048096193
2024-06-18,5040,5040,4980,5020,504,0.0
2024-06-19,5030,5090,4915,4985,3221,-0.697211155378486
2024-06-20,5150,5150,4900,5000,4108,0.3009027081243731
2024-06-21,5000,5100,4955,4955,4361,-0.8999999999999999
2024-06-24,5020,5020,4895,4960,5979,0.10090817356205853
2024-06-25,4995,5040,4960,5040,1736,1.6129032258064515
2024-06-26,5100,5100,4955,5010,5351,-0.5952380952380952
2024-06-27,5040,5040,4940,4985,487,-0.499001996007984
2024-06-28,4985,5100,4910,4990,1411,0.10030090270812438
2024-07-01,5010,5040,4905,4995,2259,0.1002004008016032
2024-07-02,4995,5000,4825,4910,2319,-1.7017017017017018
2024-07-03,4910,4995,4830,4905,1913,-0.10183299389002036
2024-07-04,4905,4950,4825,4945,1547,0.8154943934760449
2024-07-05,4935,4945,4890,4945,1873,0.0
2024-07-08,4945,5020,4910,5000,1159,1.1122345803842264
2024-07-09,5010,5010,4945,5000,1116,0.0
2024-07-10,5000,5100,4905,5020,1257,0.4
2024-07-11,5030,5640,4900,5130,78117,2.1912350597609564
2024-07-12,5130,5180,4995,5110,6962,-0.3898635477582846
2024-07-15,5120,5310,5010,5230,13237,2.3483365949119372
2024-07-16,5290,5450,5160,5280,6094,0.9560229445506693
2024-07-17,5340,5340,5170,5170,4824,-2.083333333333333
2024-07-18,5160,5280,5010,5230,2752,1.160541586073501
2024-07-19,5320,5380,5160,5320,1969,1.7208413001912046
2024-07-22,5350,5410,5240,5380,3012,1.1278195488721803
2024-07-23,5450,5500,5230,5390,3963,0.18587360594795538
2024-07-24,5450,5510,5220,5380,1550,-0.1855287569573284
2024-07-25,5450,5450,5180,5310,497,-1.3011152416356877
2024-07-26,5380,5440,5220,5260,2407,-0.9416195856873822
2024-07-29,5430,5430,5230,5350,2776,1.7110266159695817
2024-07-30,5270,5480,5220,5370,3065,0.3738317757009346
2024-07-31,5430,5500,5250,5360,699,-0.186219739292365
2024-08-01,5500,5500,5200,5420,1398,1.1194029850746268
2024-08-02,5420,5550,5180,5320,5383,-1.8450184501845017
2024-08-05,5350,5350,4835,4995,29066,-6.109022556390977
2024-08-06,5400,5400,5000,5250,8543,5.105105105105105
2024-08-07,5230,5410,5150,5280,4084,0.5714285714285714
2024-08-08,5300,5420,5170,5270,14293,-0.1893939393939394
2024-08-09,5180,5390,5180,5280,2837,0.18975332068311196
2024-08-12,5350,5660,5240,5420,3834,2.6515151515151514
2024-08-13,5420,5650,5100,5230,5000,-3.505535055350553
2024-08-14,5160,5300,5160,5250,5273,0.3824091778202677
2024-08-16,5350,5350,5080,5140,6471,-2.0952380952380953
2024-08-19,5110,5210,5080,5130,737,-0.19455252918287938
2024-08-20,5190,5390,5130,5310,2856,3.508771929824561
2024-08-21,5450,5450,5180,5370,906,1.1299435028248588
2024-08-22,5480,5480,5170,5390,2276,0.37243947858473
2024-08-23,5520,5520,5290,5350,2212,-0.7421150278293136
