날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,16614,17034,16021,16715,372006,0.33013205282112845
2023-12-06,16642,16687,16104,16104,283360,-3.6553993419084656
2023-12-07,16076,16568,15775,15958,316289,-0.9066070541480377
2023-12-08,16030,16878,15501,16733,476495,4.8564983080586535
2023-12-11,16870,17691,16806,16980,415355,1.476125022410805
2023-12-12,17116,17690,16824,17317,395441,1.9846878680800941
2023-12-13,17198,17316,16514,16706,234345,-3.5283247675694405
2023-12-14,16888,17189,16378,16451,235135,-1.5263977014246377
2023-12-15,16587,17481,16395,17016,377735,3.4344416752780984
2023-12-18,17061,17444,16869,17408,240373,2.30371415138693
2023-12-19,17417,17490,16888,17454,301863,0.2642463235294118
2023-12-20,17454,17645,16980,17053,336958,-2.2974676291967455
2023-12-21,16843,17344,16697,17217,259007,0.9617076174280185
2023-12-22,17335,17490,16925,17226,327367,0.052273915316257184
2023-12-26,17344,17426,16413,16423,395189,-4.6615581098339725
2023-12-27,16596,17490,16505,17390,472426,5.888083784935761
2023-12-28,17435,19514,17171,19150,1895280,10.12075905692927
2024-01-02,19378,20016,18830,19606,942676,2.381201044386423
2024-01-03,19332,20107,19013,19697,632887,0.4641436295011731
2024-01-04,19788,21201,18785,18922,1361226,-3.9346093313702597
2024-01-05,19150,19697,18831,19424,369149,2.652996511996618
2024-01-08,19423,19423,18603,19059,323729,-1.8791186161449753
2024-01-09,19149,19560,18785,18785,309510,-1.4376410094968257
2024-01-10,18693,18739,18055,18083,354945,-3.7370242214532867
2024-01-11,18137,22067,18137,21247,4052996,17.49709672067688
2024-01-12,20836,21064,19605,20609,1289002,-3.0027768626158986
2024-01-15,20472,20746,19788,20199,612687,-1.9894220971420253
2024-01-16,20061,20198,18876,18922,695907,-6.3220951532254075
2024-01-17,19149,19514,18420,18420,547136,-2.652996511996618
2024-01-18,18284,18603,18010,18284,380887,-0.738327904451683
2024-01-19,18830,19058,18119,18238,378395,-0.2515860861955808
2024-01-22,18557,19879,18420,19469,850026,6.749643601272069
2024-01-23,20061,20153,19013,19150,571118,-1.6385022343212288
2024-01-24,19377,22478,19332,21293,3782648,11.190600522193211
2024-01-25,21429,21429,19788,20381,1319926,-4.2830977316488985
2024-01-26,21658,23937,21065,22798,6134761,11.859084441391492
2024-01-29,22980,23481,20791,21430,1630387,-6.000526361961576
2024-01-30,21520,21566,19787,20107,941906,-6.173588427438171
2024-01-31,19879,19970,18830,18922,841580,-5.893469935843239
2024-02-01,18694,20016,18557,19424,668196,2.652996511996618
2024-02-02,19742,19970,18922,19059,550872,-1.8791186161449753
2024-02-05,19286,19697,19058,19606,333855,2.870035153995488
2024-02-06,19788,20974,19651,20427,1093703,4.187493624400694
2024-02-07,20518,21156,20107,20974,541845,2.677828364419641
2024-02-08,20973,21383,20426,20928,553194,-0.2193191570515877
2024-02-13,20426,20791,19606,19971,745860,-4.572821100917431
2024-02-14,19514,20107,19012,20016,558155,0.22532672374943669
2024-02-15,20426,21384,20244,21384,1154392,6.83453237410072
2024-02-16,21977,22068,20244,20427,946407,-4.4753086419753085
2024-02-19,20152,20791,19879,20700,359168,1.3364664414745189
2024-02-20,20745,20745,19651,19925,508034,-3.7439613526570046
2024-02-21,19605,20289,19332,19788,443826,-0.6875784190715182
2024-02-22,20062,20153,19469,19743,500297,-0.22741055184960585
2024-02-23,19970,20426,19286,19469,623044,-1.3878336625639467
2024-02-26,19378,19788,18967,19059,382250,-2.105911962607222
2024-02-27,19013,19742,18967,19150,377314,0.4774647148328873
2024-02-28,19150,19377,18922,19150,292464,0.0
2024-02-29,19104,19377,18739,19150,262813,0.0
2024-03-04,19424,19697,19241,19652,313643,2.621409921671018
2024-03-05,19833,21018,19286,20791,1228256,5.795847750865052
2024-03-06,20837,20974,19606,19880,993459,-4.381703621759415
2024-03-07,20015,20061,19195,19332,494788,-2.756539235412475
2024-03-08,19423,19651,19059,19059,462479,-1.4121663563004345
2024-03-11,18785,19013,17964,17983,815225,-5.645626738024031
2024-03-12,17982,18374,17982,18238,337346,1.4180058944558749
2024-03-13,18375,18557,18019,18284,319658,0.2522206382278758
2024-03-14,18174,18219,17381,17609,419157,-3.6917523517829793
2024-03-15,17571,19879,17161,18648,1655615,5.900391845079221
2024-03-18,18329,18375,18055,18211,362909,-2.3434148434148434
2024-03-19,18210,18210,17800,17855,215476,-1.9548624457745318
2024-03-20,17864,18329,17782,18047,176013,1.0753290394847381
2024-03-21,18283,18329,17964,18019,203242,-0.15515044051642932
2024-03-22,17982,18511,17973,18138,189975,0.6604140074365947
2024-03-25,18137,18739,17964,18375,256544,1.3066490241481972
2024-03-26,18420,19332,18229,19059,518540,3.7224489795918365
2024-03-27,18922,19013,18375,18831,289745,-1.1962852195813003
2024-03-28,19150,19606,18785,18831,478557,0.0
2024-03-29,18831,18876,18192,18284,282943,-2.904784663586639
2024-04-01,18420,19377,18328,19104,397076,4.484795449573397
2024-04-02,19104,19834,18831,19287,510518,0.9579145728643216
2024-04-03,19423,19651,18466,18694,417669,-3.0746098408254263
2024-04-04,18830,19377,18602,18922,252810,1.2196426660960735
2024-04-05,18967,19697,18785,19059,495719,0.7240249445090371
2024-04-08,19013,19423,18238,18284,413499,-4.066320373576788
2024-04-09,18201,18557,17910,18138,236720,-0.7985123605338
2024-04-11,18110,18465,17946,18165,131675,0.14885874958650347
2024-04-12,18329,19012,18164,18785,257119,3.413157170382604
2024-04-15,18420,18511,17964,18238,216756,-2.9118977907905244
2024-04-16,17973,18784,17973,18648,333118,2.2480535146397633
2024-04-17,18647,18784,18328,18420,191414,-1.2226512226512225
2024-04-18,18283,18648,18201,18603,171400,0.993485342019544
2024-04-19,18602,18602,17444,17964,421623,-3.4349298500241896
2024-04-22,17964,18192,17508,17636,232801,-1.8258739701625473
2024-04-23,17700,18010,17518,17518,165617,-0.6690859605352688
2024-04-24,17599,17745,17526,17545,174078,0.1541271834684325
2024-04-25,17490,17754,17225,17317,214763,-1.2995155314904532
2024-04-26,17526,17964,17517,17709,217997,2.2636715366402957
2024-04-29,17955,19469,17955,19424,884009,9.684341295386528
2024-04-30,19241,19423,18602,18694,330345,-3.7582372322899507
2024-05-02,18648,20472,18420,19606,1177694,4.878570664384294
2024-05-03,19696,19742,19058,19560,359936,-0.23462205447312046
2024-05-07,20061,20061,18967,19241,403340,-1.630879345603272
2024-05-08,19240,19240,18830,19104,191508,-0.7120212047190895
2024-05-09,19058,19195,18648,18694,215200,-2.1461474036850925
2024-05-10,18694,18967,18557,18740,154921,0.2460682571948219
2024-05-13,18875,18875,18146,18648,298259,-0.49092849519743864
2024-05-14,18694,19058,18466,18831,178815,0.9813384813384814
2024-05-16,18967,19286,18830,19013,241104,0.9664914237162127
2024-05-17,18967,19059,18648,18740,158204,-1.4358596749592385
