날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,71500,74900,70400,74200,16818,3.1988873435326846
2023-12-06,73900,75000,73400,74200,9666,0.0
2023-12-07,73300,74700,72500,73600,11037,-0.8086253369272237
2023-12-08,73600,74800,73600,74500,1864,1.2228260869565217
2023-12-11,74500,75000,73400,74900,3139,0.5369127516778524
2023-12-12,74900,75200,73400,74400,3537,-0.6675567423230975
2023-12-13,74400,74400,72800,73000,8741,-1.881720430107527
2023-12-14,73600,73800,72000,72000,8631,-1.36986301369863
2023-12-15,72000,72900,68800,69600,17432,-3.3333333333333335
2023-12-18,69900,70700,69700,70700,3255,1.5804597701149428
2023-12-19,70700,71300,70300,70700,4589,0.0
2023-12-20,70500,73300,70500,73100,7781,3.3946251768033946
2023-12-21,73000,73000,71300,71900,4758,-1.6415868673050615
2023-12-22,71700,72600,71500,72300,2692,0.5563282336578581
2023-12-26,71700,72900,71700,72300,3854,0.0
2023-12-27,71400,72600,70800,71200,4072,-1.5214384508990317
2023-12-28,71100,71400,70300,70300,9384,-1.2640449438202246
2024-01-02,70900,70900,69900,70400,4835,0.1422475106685633
2024-01-03,70000,71600,70000,71200,4568,1.1363636363636365
2024-01-04,71100,71200,70200,71000,5282,-0.2808988764044944
2024-01-05,70400,73200,70000,73100,12777,2.9577464788732395
2024-01-08,72900,73200,71700,72700,6537,-0.5471956224350205
2024-01-09,71800,73600,71800,73500,5369,1.1004126547455295
2024-01-10,73500,75500,73200,74500,7531,1.3605442176870748
2024-01-11,74300,74500,73600,74500,2666,0.0
2024-01-12,73500,74500,70500,71200,18233,-4.429530201342282
2024-01-15,70500,72100,70300,72100,3087,1.2640449438202246
2024-01-16,72100,72100,71200,71900,1239,-0.27739251040221913
2024-01-17,71900,71900,67700,67700,13954,-5.84144645340751
2024-01-18,67600,67700,65800,66800,16721,-1.329394387001477
2024-01-19,66900,67500,66100,67300,7888,0.7485029940119761
2024-01-22,67600,67800,66500,67500,5369,0.2971768202080238
2024-01-23,67500,70200,67400,70000,5215,3.7037037037037033
2024-01-24,70100,70900,68600,69900,5071,-0.14285714285714285
2024-01-25,70000,70500,69100,70500,1511,0.8583690987124464
2024-01-26,70500,70500,69600,69600,3919,-1.276595744680851
2024-01-29,70300,71000,69000,70700,8370,1.5804597701149428
2024-01-30,71000,72100,70500,71700,5514,1.4144271570014144
2024-01-31,71600,74200,71000,73300,10526,2.2315202231520224
2024-02-01,73300,78800,73300,76700,33741,4.638472032742155
2024-02-02,76700,76800,74700,76100,5262,-0.7822685788787485
2024-02-05,76000,76500,74300,76400,9430,0.39421813403416556
2024-02-06,76000,77000,75400,76200,6403,-0.2617801047120419
2024-02-07,76000,81200,74600,80500,30842,5.6430446194225725
2024-02-08,80300,80800,79200,79800,11010,-0.8695652173913043
2024-02-13,79800,80000,74200,78100,9712,-2.1303258145363406
2024-02-14,77900,77900,75700,75700,10657,-3.0729833546734953
2024-02-15,76900,76900,73700,74000,7543,-2.2457067371202113
2024-02-16,74500,75800,74100,75700,3847,2.2972972972972974
2024-02-19,75800,80300,75800,79800,22955,5.416116248348745
2024-02-20,79800,79800,76000,77400,6767,-3.007518796992481
2024-02-21,77400,77700,75900,77700,7097,0.3875968992248062
2024-02-22,77700,77700,76100,76600,5628,-1.4157014157014158
2024-02-23,76700,76700,75400,76300,5459,-0.39164490861618795
2024-02-26,76300,76300,72500,73900,17447,-3.1454783748361725
2024-02-27,73900,73900,72100,72100,6566,-2.435723951285521
2024-02-28,72500,74800,71900,74800,21708,3.744798890429958
2024-02-29,75000,75000,73900,74500,5884,-0.4010695187165776
2024-03-04,74600,75400,74200,74900,4688,0.5369127516778524
2024-03-05,74900,76500,74100,75300,7046,0.5340453938584779
2024-03-06,75300,75600,74500,75300,3346,0.0
2024-03-07,75700,75700,73800,74400,6566,-1.1952191235059761
2024-03-08,75300,75300,72700,74300,16251,-0.13440860215053765
2024-03-11,74300,74500,72400,72500,10307,-2.4226110363391657
2024-03-12,73000,73600,71900,72400,5902,-0.13793103448275862
2024-03-13,73000,73600,72000,73600,10780,1.6574585635359116
2024-03-14,73700,75400,73400,75200,13019,2.1739130434782608
2024-03-15,74800,82300,74800,82100,44540,9.175531914893616
2024-03-18,82100,84000,80800,83500,34050,1.705237515225335
2024-03-19,82400,83100,81100,83000,16621,-0.5988023952095809
2024-03-20,82100,84000,80900,84000,9210,1.2048192771084338
2024-03-21,84000,89500,83200,88100,45167,4.880952380952381
2024-03-22,87200,89100,86900,88000,12505,-0.11350737797956867
2024-03-25,88000,88000,82500,84400,10729,-4.090909090909091
2024-03-26,84400,84500,82800,84200,5055,-0.23696682464454977
2024-03-27,84200,86900,83300,85600,4153,1.66270783847981
2024-03-28,85500,89000,84800,89000,19803,3.9719626168224296
2024-03-29,89400,92100,89100,91000,40438,2.247191011235955
2024-04-01,90600,90600,87500,88700,36284,-2.5274725274725274
2024-04-02,88000,90300,84800,86200,32609,-2.818489289740699
2024-04-03,85200,88300,82800,87800,49126,1.8561484918793503
2024-04-04,86000,89900,85400,88800,22245,1.1389521640091116
2024-04-05,88100,88800,85500,85600,16585,-3.6036036036036037
2024-04-08,86000,86100,82500,84100,31243,-1.7523364485981308
2024-04-09,84100,84300,80800,82500,19137,-1.9024970273483945
2024-04-11,81000,82000,78000,80100,22558,-2.909090909090909
2024-04-12,80000,80000,76500,78000,29562,-2.6217228464419478
2024-04-15,77800,79300,76400,79000,9784,1.282051282051282
2024-04-16,78000,78300,77000,78000,12811,-1.2658227848101267
2024-04-17,78000,79200,77500,78200,6202,0.2564102564102564
2024-04-18,78400,83400,78300,82500,18254,5.498721227621484
2024-04-19,82000,82000,78900,81200,10189,-1.575757575757576
2024-04-22,80200,85500,80200,85500,16103,5.295566502463054
2024-04-23,85500,86000,84200,85800,5308,0.3508771929824561
2024-04-24,86000,86900,84600,86100,4959,0.34965034965034963
2024-04-25,85900,86100,84800,85800,3088,-0.34843205574912894
2024-04-26,85300,86100,84800,85700,3189,-0.11655011655011654
2024-04-29,86100,90000,86100,89000,15966,3.8506417736289387
2024-04-30,88800,89900,88000,89000,12461,0.0
2024-05-02,88800,90000,87600,89600,15545,0.6741573033707865
2024-05-03,89600,89600,87200,87800,9793,-2.0089285714285716
2024-05-07,88000,90900,88000,90700,23794,3.3029612756264237
2024-05-08,90500,93600,90500,91900,23577,1.3230429988974641
2024-05-09,91800,93000,90400,92200,14683,0.3264417845484222
2024-05-10,92200,100200,92200,100200,39323,8.676789587852495
2024-05-13,99600,104400,99600,104400,20690,4.191616766467066
2024-05-14,104200,104200,101500,102900,14583,-1.4367816091954022
2024-05-16,102600,104400,100200,104200,15665,1.2633624878522838
2024-05-17,104100,104100,96000,96000,27086,-7.869481765834934
2024-05-20,96900,97000,93800,95300,13517,-0.7291666666666666
2024-05-21,95300,95300,92700,94000,9285,-1.3641133263378804
2024-05-22,94000,96200,93500,96000,16702,2.127659574468085
2024-05-23,95600,96000,94000,96000,9523,0.0
2024-05-24,95900,98700,95400,98400,10701,2.5
2024-05-27,99200,101000,98600,99300,10315,0.9146341463414633
2024-05-28,99100,100800,97000,97000,12076,-2.3162134944612287
2024-05-29,97900,97900,94500,96500,6561,-0.5154639175257731
2024-05-30,96500,97500,94500,97200,8780,0.7253886010362695
2024-05-31,96800,97600,94700,97300,17089,0.102880658436214
