날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,9660,9660,8720,9370,20268,-3.002070393374741
2023-12-06,9370,10300,9040,9790,28560,4.482390608324439
2023-12-07,10210,10290,9510,9820,19057,0.30643513789581206
2023-12-08,9850,9850,9510,9620,4160,-2.0366598778004072
2023-12-11,9960,9960,9600,9950,8255,3.4303534303534304
2023-12-12,9950,9950,9550,9560,3298,-3.919597989949749
2023-12-13,9500,11450,9340,9490,102746,-0.7322175732217573
2023-12-14,9830,9930,9190,9260,9586,-2.423603793466807
2023-12-15,9120,9730,9010,9160,35226,-1.079913606911447
2023-12-18,9250,9250,8900,9140,1195,-0.21834061135371177
2023-12-19,9030,9030,8500,8600,10068,-5.908096280087528
2023-12-20,8350,8600,7740,8270,26313,-3.8372093023255816
2023-12-21,8430,8430,7700,7850,59293,-5.078597339782346
2023-12-22,7880,7980,7840,7840,8066,-0.12738853503184713
2023-12-26,7970,7970,7840,7960,2184,1.530612244897959
2023-12-27,8000,8010,7740,7950,2478,-0.12562814070351758
2023-12-28,7980,7980,7690,7860,7688,-1.1320754716981132
2024-01-02,7750,7750,7640,7730,3051,-1.653944020356234
2024-01-03,7740,7750,7700,7700,938,-0.38809831824062097
2024-01-04,7700,7720,7640,7710,511,0.12987012987012986
2024-01-05,7800,7800,7700,7700,1475,-0.12970168612191957
2024-01-08,7700,7700,7550,7630,908,-0.9090909090909091
2024-01-09,7650,7650,7580,7620,522,-0.1310615989515072
2024-01-10,7620,7660,7550,7590,549,-0.39370078740157477
2024-01-11,7600,7630,7550,7620,1067,0.3952569169960474
2024-01-12,7640,7640,7420,7510,2283,-1.4435695538057742
2024-01-15,7510,7510,7420,7500,955,-0.13315579227696406
2024-01-16,7620,7620,7470,7470,598,-0.4
2024-01-17,7440,7440,7410,7420,783,-0.6693440428380187
2024-01-18,7410,7410,7380,7380,567,-0.5390835579514826
2024-01-19,7340,7480,7340,7360,590,-0.27100271002710025
2024-01-22,7490,7490,7200,7200,1106,-2.1739130434782608
2024-01-23,7180,7220,7170,7190,562,-0.1388888888888889
2024-01-24,7270,7270,7160,7180,227,-0.13908205841446453
2024-01-25,7250,7250,7110,7240,524,0.8356545961002786
2024-01-26,7240,7250,7150,7250,263,0.13812154696132595
2024-01-29,7250,7250,7150,7150,1845,-1.3793103448275863
