날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,9510,9850,9510,9590,4935,0.8412197686645636
2023-12-06,9590,9670,9570,9650,6297,0.6256517205422315
2023-12-07,9750,9760,9620,9670,6129,0.20725388601036268
2023-12-08,9630,9700,9630,9680,7733,0.1034126163391934
2023-12-11,9700,9700,9640,9650,4765,-0.30991735537190085
2023-12-12,9700,9740,9530,9640,8471,-0.10362694300518134
2023-12-13,9700,9700,9600,9650,4724,0.1037344398340249
2023-12-14,9840,9840,9650,9670,11808,0.20725388601036268
2023-12-15,9690,9690,9620,9640,8422,-0.3102378490175801
2023-12-18,9640,9770,9630,9680,7878,0.4149377593360996
2023-12-19,9690,9700,9600,9680,21400,0.0
2023-12-20,9700,9750,9680,9720,21521,0.4132231404958678
2023-12-21,9790,9850,9660,9700,24870,-0.205761316872428
2023-12-22,9710,9810,9700,9710,58524,0.10309278350515465
2023-12-26,9740,9740,9670,9670,109935,-0.4119464469618949
2023-12-27,9070,9220,9020,9130,40242,-5.584281282316442
2023-12-28,9190,9200,9060,9180,18057,0.547645125958379
2024-01-02,9160,9200,9110,9150,18855,-0.32679738562091504
2024-01-03,9190,9190,9070,9110,14373,-0.4371584699453552
2024-01-04,9100,9100,9020,9030,12768,-0.8781558726673985
2024-01-05,9000,9060,9000,9050,11956,0.22148394241417496
2024-01-08,9050,9070,8960,8980,11225,-0.7734806629834254
2024-01-09,8990,9010,8930,8960,12658,-0.22271714922048996
2024-01-10,8970,8970,8910,8940,10571,-0.2232142857142857
2024-01-11,8970,9240,8910,9010,17219,0.7829977628635347
2024-01-12,9000,9040,8970,8980,10771,-0.3329633740288568
2024-01-15,8980,9020,8950,9000,4929,0.22271714922048996
2024-01-16,9000,9010,8930,8980,8608,-0.2222222222222222
2024-01-17,8990,9170,8890,8920,11743,-0.6681514476614699
2024-01-18,8930,9020,8850,8900,6564,-0.2242152466367713
2024-01-19,9000,9000,8860,8930,3411,0.33707865168539325
2024-01-22,8950,8980,8910,8930,4321,0.0
2024-01-23,8930,8970,8900,8970,6693,0.4479283314669653
2024-01-24,8970,8990,8910,8960,7072,-0.11148272017837235
2024-01-25,8990,8990,8900,8940,18518,-0.2232142857142857
2024-01-26,8940,9030,8940,9020,6899,0.8948545861297539
2024-01-29,9190,9190,9010,9100,7566,0.8869179600886918
2024-01-30,9100,9310,9100,9300,27812,2.197802197802198
2024-01-31,9350,9480,9240,9480,27002,1.935483870967742
2024-02-01,9480,10400,9420,9740,197936,2.7426160337552745
2024-02-02,9810,9950,9610,9910,63346,1.7453798767967144
2024-02-05,10030,10060,9700,9820,47485,-0.9081735620585267
2024-02-06,9800,9850,9650,9720,35537,-1.0183299389002036
2024-02-07,9700,9950,9700,9900,19749,1.8518518518518516
2024-02-08,9860,10040,9860,10000,13289,1.0101010101010102
2024-02-13,10000,10200,9990,10130,32075,1.3
2024-02-14,10030,10170,10000,10130,14936,0.0
2024-02-15,10110,10210,10050,10140,17680,0.09871668311944717
2024-02-16,10150,10250,9990,10180,39766,0.39447731755424065
2024-02-19,10200,10790,10200,10780,65718,5.893909626719057
2024-02-20,10850,10850,10340,10410,62635,-3.4322820037105752
2024-02-21,10410,10500,10300,10410,19571,0.0
2024-02-22,10450,10510,10330,10430,23196,0.19212295869356388
2024-02-23,10540,10700,10450,10660,36866,2.205177372962608
2024-02-26,10660,10700,10170,10300,53635,-3.377110694183865
