날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,11600,11600,10830,10970,19459,-5.43103448275862
2023-12-06,10960,11670,10850,11210,13422,2.187784867821331
2023-12-07,11250,13650,11250,11880,284700,5.976806422836753
2023-12-08,11780,12600,11660,11710,49021,-1.430976430976431
2023-12-11,11760,14330,11700,12400,344101,5.892399658411613
2023-12-12,12070,12870,11930,12270,63150,-1.0483870967741937
2023-12-13,12310,12310,11400,11650,53902,-5.052974735126324
2023-12-14,11710,11820,11000,11280,17902,-3.1759656652360517
2023-12-15,11220,11480,11020,11090,6970,-1.6843971631205674
2023-12-18,11090,11390,10830,11270,7678,1.6230838593327321
2023-12-19,11280,11380,10990,11070,4068,-1.774622892635315
2023-12-20,10990,10990,10880,10910,6816,-1.4453477868112015
2023-12-21,10900,11390,10800,11030,5501,1.0999083409715857
2023-12-22,11220,11280,11000,11000,4849,-0.271985494106981
2023-12-26,10910,11180,10910,11000,1681,0.0
2023-12-27,11070,11070,10650,10690,5796,-2.8181818181818183
2023-12-28,10650,11000,10650,10790,3453,0.9354536950420954
2024-01-02,10790,10870,10630,10740,2868,-0.46339202965708987
2024-01-03,10840,10900,10710,10850,2214,1.0242085661080074
2024-01-04,10840,10910,10730,10780,1692,-0.6451612903225806
2024-01-05,10850,11300,10840,11010,7494,2.1335807050092765
2024-01-08,11170,11190,11010,11190,2059,1.6348773841961852
2024-01-09,11200,11300,11150,11250,4874,0.5361930294906166
2024-01-10,11270,11300,11150,11200,1902,-0.4444444444444444
2024-01-11,11020,11450,11020,11380,5311,1.607142857142857
2024-01-12,11210,11350,11120,11340,3147,-0.35149384885764495
2024-01-15,11340,11340,11150,11160,1147,-1.5873015873015872
2024-01-16,11270,11270,10650,10860,4075,-2.6881720430107525
2024-01-17,10860,10860,10520,10530,11168,-3.0386740331491713
2024-01-18,10530,10800,10530,10630,4724,0.949667616334283
2024-01-19,10710,10840,10530,10830,1904,1.881467544684854
2024-01-22,10800,10990,10560,10650,5488,-1.662049861495845
2024-01-23,10470,10690,10460,10690,4618,0.3755868544600939
2024-01-24,10670,10700,10500,10660,803,-0.2806361085126286
2024-01-25,10750,10750,10430,10490,6656,-1.594746716697936
2024-01-26,10400,10570,10400,10530,2633,0.3813155386081983
2024-01-29,10530,10550,10420,10530,1396,0.0
2024-01-30,10450,10690,10100,10500,5743,-0.2849002849002849
2024-01-31,10500,10670,10490,10650,599,1.4285714285714286
2024-02-01,10520,10970,10520,10970,5440,3.004694835680751
2024-02-02,11010,11080,10710,10710,886,-2.3701002734731085
2024-02-05,10710,11080,10670,10940,2334,2.1475256769374416
2024-02-06,10960,11000,10660,10660,1927,-2.5594149908592323
2024-02-07,10800,10800,10650,10740,830,0.7504690431519699
2024-02-08,10800,10800,10640,10730,3684,-0.0931098696461825
2024-02-13,10840,10840,10700,10730,670,0.0
2024-02-14,10780,10790,10630,10760,2560,0.27958993476234856
2024-02-15,10690,10780,10660,10770,1580,0.09293680297397769
2024-02-16,10770,10780,10650,10670,2196,-0.9285051067780872
2024-02-19,10640,10780,10640,10760,2265,0.8434864104967198
2024-02-20,10700,10750,10630,10710,1676,-0.4646840148698885
2024-02-21,10660,10760,10640,10760,2698,0.4668534080298786
2024-02-22,10670,10840,10670,10840,1865,0.7434944237918215
2024-02-23,10820,10820,10690,10700,2924,-1.2915129151291513
2024-02-26,10770,10830,10630,10750,3059,0.46728971962616817
2024-02-27,10750,10770,10630,10630,4156,-1.1162790697674418
2024-02-28,10700,10710,10560,10670,1760,0.37629350893697083
2024-02-29,10670,10730,10560,10660,2272,-0.09372071227741331
2024-03-04,10580,10670,10580,10640,1066,-0.18761726078799248
2024-03-05,10640,10670,10610,10620,400,-0.18796992481203006
2024-03-06,10610,10640,10500,10570,1786,-0.4708097928436911
2024-03-07,10540,10540,10400,10520,1972,-0.47303689687795647
2024-03-08,10480,10570,10480,10570,766,0.4752851711026616
2024-03-11,10570,10730,10570,10660,1466,0.8514664143803218
2024-03-12,10670,10670,10500,10590,1268,-0.6566604127579738
2024-03-13,10590,10640,10550,10620,1011,0.28328611898017
2024-03-14,10640,10640,10450,10490,3459,-1.2241054613935969
2024-03-15,10490,10540,10460,10540,2179,0.47664442326024786
2024-03-18,10560,10600,10500,10530,1813,-0.09487666034155598
2024-03-19,10530,10580,10480,10480,965,-0.4748338081671415
2024-03-20,10490,10560,10480,10550,599,0.6679389312977099
2024-03-21,10570,10630,10520,10630,328,0.7582938388625593
2024-03-22,10690,10690,10500,10640,864,0.09407337723424271
2024-03-25,10630,10680,10580,10580,2249,-0.5639097744360901
2024-03-26,10560,10650,10470,10560,3698,-0.1890359168241966
2024-03-27,10570,10650,10500,10560,1098,0.0
2024-03-28,10570,10620,10510,10580,2372,0.1893939393939394
2024-03-29,10590,10650,10440,10570,3751,-0.0945179584120983
2024-04-01,10550,10550,10410,10540,1594,-0.28382213812677387
2024-04-02,10540,10540,10420,10510,401,-0.2846299810246679
2024-04-03,10410,10460,10300,10450,2567,-0.570884871550904
2024-04-04,10400,10470,10360,10460,1506,0.09569377990430622
2024-04-05,10460,10500,10400,10470,1808,0.09560229445506692
2024-04-08,10450,10450,10280,10400,2339,-0.6685768863419294
2024-04-09,10330,10530,10330,10450,275,0.4807692307692308
2024-04-11,10340,10460,10340,10450,433,0.0
2024-04-12,10450,10500,10420,10460,1832,0.09569377990430622
2024-04-15,10460,10490,10380,10460,1825,0.0
2024-04-16,10460,10480,10260,10360,1139,-0.9560229445506693
2024-04-17,10400,10450,10370,10450,1002,0.8687258687258688
2024-04-18,10390,10690,10390,10610,998,1.5311004784688995
2024-04-19,10620,10620,10380,10410,1054,-1.8850141376060319
2024-04-22,10410,10470,10310,10340,1165,-0.6724303554274735
2024-04-23,10350,10410,10260,10400,964,0.5802707930367506
2024-04-24,10450,10480,10330,10400,343,0.0
2024-04-25,10440,10440,10300,10350,1105,-0.4807692307692308
2024-04-26,10340,10440,10320,10440,1845,0.8695652173913043
2024-04-29,10460,10620,10400,10610,2409,1.628352490421456
2024-04-30,10610,10610,10450,10540,779,-0.6597549481621112
2024-05-02,10550,10580,10500,10580,874,0.3795066413662239
2024-05-03,10590,10600,10450,10500,514,-0.7561436672967864
2024-05-07,10500,10580,10320,10520,5162,0.19047619047619047
2024-05-08,10550,10550,10460,10540,968,0.19011406844106463
2024-05-09,10550,10650,10520,10550,135,0.09487666034155598
2024-05-10,10560,10560,10510,10550,60,0.0
2024-05-13,10570,10660,10460,10590,1188,0.37914691943127965
2024-05-14,10590,10810,10510,10740,4479,1.41643059490085
2024-05-16,10740,10900,10580,10590,5933,-1.3966480446927374
2024-05-17,10650,11120,10640,10770,15532,1.69971671388102
2024-05-20,10850,10880,10640,10780,3496,0.09285051067780872
2024-05-21,10800,10800,10610,10760,2543,-0.1855287569573284
2024-05-22,10730,10850,10700,10800,1450,0.37174721189591076
2024-05-23,10780,10860,10550,10780,2320,-0.1851851851851852
2024-05-24,10780,10820,10600,10800,2149,0.1855287569573284
2024-05-27,10790,10910,10640,10720,1382,-0.7407407407407408
2024-05-28,10730,10820,10680,10700,151,-0.18656716417910446
2024-05-29,10700,10790,10540,10540,2333,-1.4953271028037385
2024-05-30,10540,10630,10510,10540,585,0.0
2024-05-31,10540,10720,10510,10690,3481,1.4231499051233396
2024-06-03,10690,10810,10650,10770,5104,0.7483629560336763
2024-06-04,10760,10760,10650,10650,1371,-1.1142061281337048
2024-06-05,10620,10750,10620,10740,1248,0.8450704225352111
2024-06-07,10730,10800,10400,10730,4673,-0.0931098696461825
2024-06-10,10730,13940,10730,13220,1243618,23.20596458527493
2024-06-11,13190,13220,11170,11270,418122,-14.750378214826021
2024-06-12,11640,11670,11070,11220,95479,-0.44365572315882873
2024-06-13,11060,11350,11060,11290,35982,0.6238859180035651
2024-06-14,11230,12350,10950,11720,230959,3.8086802480070863
2024-06-17,11720,12180,11260,11560,56091,-1.3651877133105803
2024-06-18,11710,11730,11320,11490,24431,-0.6055363321799307
2024-06-19,11410,11590,11080,11170,27595,-2.78503046127067
2024-06-20,11110,11300,11110,11180,11695,0.08952551477170993
2024-06-21,11220,11280,10960,11220,28482,0.35778175313059035
2024-06-24,11150,11220,10790,10860,10287,-3.2085561497326207
2024-06-25,10760,11250,10760,10860,9525,0.0
2024-06-26,10920,10940,10680,10850,5054,-0.09208103130755065
2024-06-27,10760,10870,10530,10600,12933,-2.3041474654377883
