날짜,시가,고가,저가,종가,거래량,등락률
2023-12-05,7550,7550,7350,7550,2167,0.5326231691078562
2023-12-06,7550,8000,7360,7850,11558,3.9735099337748347
2023-12-07,7800,9190,7630,8180,75220,4.203821656050955
2023-12-08,8370,10630,7860,10630,224560,29.95110024449878
2023-12-11,11400,13810,10650,13810,784293,29.915333960489182
2023-12-12,12870,13160,10690,10710,343060,-22.447501810282404
2023-12-13,10650,10900,9640,9640,138707,-9.990662931839402
2023-12-14,9750,9990,9050,9430,69864,-2.1784232365145226
2023-12-15,9280,9550,8700,8940,75718,-5.1961823966065745
2023-12-18,9050,9330,8660,8930,43648,-0.11185682326621924
2023-12-19,8920,9010,8590,8740,21905,-2.127659574468085
2023-12-20,8740,9030,8650,8890,26317,1.7162471395881007
2023-12-21,9000,9000,8630,8800,25151,-1.0123734533183353
2023-12-22,10070,10890,9530,9650,242767,9.659090909090908
2023-12-26,9870,9870,9320,9500,19548,-1.5544041450777202
2023-12-27,9400,9580,9320,9540,12020,0.42105263157894735
2023-12-28,9540,9790,9400,9760,14962,2.3060796645702304
2024-01-02,9820,9860,9590,9800,14874,0.4098360655737705
2024-01-03,9790,9840,9590,9720,8923,-0.8163265306122449
2024-01-04,9720,12300,9720,10600,103577,9.053497942386832
2024-01-05,10610,10740,10110,10680,22492,0.7547169811320755
2024-01-08,5750,6940,5750,6100,591240,-42.88389513108614
2024-01-09,5700,5750,5300,5310,168797,-12.950819672131148
2024-01-10,5300,5300,4900,4990,55930,-6.0263653483992465
2024-01-11,5130,5130,4860,4880,33337,-2.2044088176352705
2024-01-12,4880,6340,4860,5350,833870,9.631147540983607
2024-01-15,5270,6240,5130,5620,523288,5.046728971962617
2024-01-16,5620,7300,5310,6430,1208092,14.412811387900357
2024-01-17,6290,6330,5850,5850,112537,-9.020217729393467
2024-01-18,5970,7160,5900,6380,538534,9.05982905982906
2024-01-19,6500,7840,6460,7590,687090,18.96551724137931
2024-01-22,7300,8440,7010,7280,290066,-4.084321475625823
2024-01-23,7380,8110,7000,7130,215099,-2.0604395604395602
2024-01-24,7150,7380,6190,6460,111000,-9.396914446002805
2024-01-25,6460,6480,5850,5930,105478,-8.204334365325078
2024-01-26,5460,5880,5400,5610,107460,-5.396290050590219
2024-01-29,5500,6400,5190,5620,268531,0.17825311942959002
2024-01-30,5400,5400,5030,5030,134664,-10.498220640569395
2024-01-31,4955,5230,4810,5020,53620,-0.19880715705765406
2024-02-01,4915,5260,4895,4990,46015,-0.5976095617529881
2024-02-02,5070,5130,4940,4985,41390,-0.1002004008016032
2024-02-05,5100,5100,4695,4700,59869,-5.717151454363089
2024-02-06,4700,4805,4455,4670,39293,-0.6382978723404255
2024-02-07,4535,4830,4535,4680,38880,0.21413276231263384
2024-02-08,4615,4770,4605,4655,17793,-0.5341880341880342
2024-02-13,4640,4700,4590,4660,23789,0.10741138560687433
2024-02-14,4660,4660,4510,4510,25314,-3.2188841201716736
2024-02-15,4535,4565,4470,4475,22906,-0.7760532150776054
2024-02-16,4530,5440,4475,5040,610883,12.625698324022347
2024-02-19,5140,5200,4855,4915,62091,-2.4801587301587302
2024-02-20,4915,5130,4690,5100,101915,3.7639877924720246
2024-02-21,4920,5270,4920,5030,58699,-1.3725490196078431
2024-02-22,5000,5040,4900,4900,29830,-2.584493041749503
2024-02-23,4965,5090,4760,4925,32644,0.5102040816326531
2024-02-26,4875,4875,4665,4735,31973,-3.857868020304569
2024-02-27,4710,4880,4620,4740,27979,0.10559662090813093
2024-02-28,4775,4790,4705,4740,9210,0.0
2024-02-29,4740,4935,4650,4890,21395,3.1645569620253164
2024-03-04,4910,5340,4910,5090,117137,4.08997955010225
2024-03-05,4950,5290,4860,4910,60389,-3.536345776031434
2024-03-06,4910,4910,4750,4785,34098,-2.5458248472505094
2024-03-07,4800,4865,4715,4810,14538,0.522466039707419
2024-03-08,4810,5050,4805,4885,22517,1.5592515592515594
2024-03-11,4820,4880,4790,4800,10788,-1.7400204708290685
2024-03-12,4850,4980,4785,4850,20453,1.0416666666666665
2024-03-13,4900,4900,4750,4760,19417,-1.8556701030927836
2024-03-14,4800,4800,4690,4740,24795,-0.42016806722689076
2024-03-15,4740,4900,4690,4785,13451,0.949367088607595
2024-03-18,4795,4825,4705,4725,17447,-1.2539184952978055
2024-03-19,4725,4880,4715,4755,16912,0.6349206349206349
2024-03-20,4820,4820,4680,4690,7441,-1.3669821240799158
2024-03-21,4695,4980,4625,4670,26581,-0.42643923240938164
2024-03-22,4730,4935,4685,4770,23752,2.141327623126338
2024-03-25,4720,4820,4720,4800,10874,0.628930817610063
2024-03-26,4810,5090,4800,4995,70741,4.0625
2024-03-27,6350,6490,5630,6490,2094215,29.929929929929934
2024-03-28,7400,8030,6010,6190,2884678,-4.622496147919876
2024-03-29,6200,6200,5760,5890,386035,-4.846526655896607
2024-04-01,5750,6200,5700,6020,176270,2.2071307300509337
2024-04-02,5960,6350,5740,5820,204128,-3.322259136212625
2024-04-03,5660,5750,5450,5470,99114,-6.013745704467354
2024-04-04,5650,5770,5500,5620,85840,2.742230347349177
2024-04-05,5510,5780,5330,5420,56123,-3.558718861209965
2024-04-08,5300,5360,5180,5340,14989,-1.4760147601476015
2024-04-09,5340,6940,5190,6940,764007,29.962546816479403
2024-04-11,7340,8030,6030,6300,2484479,-9.221902017291066
2024-04-12,6850,7500,6370,6430,907084,2.0634920634920633
2024-04-15,6220,6430,6060,6240,119645,-2.9548989113530326
2024-04-16,6280,7460,6150,6590,845889,5.6089743589743595
2024-04-17,6590,8200,6440,7250,1198835,10.015174506828528
2024-04-18,6990,7940,6980,7060,621274,-2.6206896551724137
2024-04-19,6910,7150,6670,6930,181102,-1.8413597733711047
2024-04-22,6900,7490,6780,7010,152119,1.1544011544011543
2024-04-23,6940,7210,6860,6860,65401,-2.1398002853067046
2024-04-24,6980,8380,6980,7600,1214836,10.787172011661808
2024-04-25,7470,7550,7200,7200,138865,-5.263157894736842
